gradient_method,runs,final_mae_mean,final_mae_std,accuracy_error_le_1_mean,accuracy_error_le_1_std,runtime_seconds_mean,runtime_seconds_std,mean_gradient_norm_mean,mean_gradient_norm_std,std_gradient_norm_mean,std_gradient_norm_std,mae_reaches_final_10pct_iteration_mean,mae_reaches_final_10pct_iteration_std
autograd,3,1.0310779611269634,0.21417968728412343,0.8710247349823321,0.01255075760948612,0.15938416666540434,0.002068586328242261,18.911632652084034,1.3168491548689962,35.28317146277292,3.39339610000138,3.0,1.4142135623730951
finite_difference,3,1.2987289428710938,0.6298059883534214,0.8743619945033373,0.05214056312993822,21.306118766666867,0.11112360642717178,12.370007281502089,1.133989241476564,24.559826300587986,1.694292348380031,2.3333333333333335,0.4714045207910317
