path,backend,gradient_method,material,depth_profile,noise_std,runtime_seconds,initial_loss,initial_mae,final_loss,final_mae,mae_improvement,loss_improvement,iterations,renderer_backend,decoder_type,decoder_neighborhood,joint_optimize_decoder,lowpass_fraction,mean_gradient_norm,std_gradient_norm,mean_decoder_gradient_norm,initial_out_of_band_energy_ratio,optimized_out_of_band_energy_ratio,accuracy_error_le_1,accuracy_error_le_2,accuracy_error_le_5
torch_autograd,torch,autograd,diffuse,slanted_wave,0.012,0.18145350000122562,2.536531686782837,2.8667616844177246,2.364780902862549,2.7739012241363525,0.09286046028137207,0.17175078392028809,1,torch,zncc,1,False,0.35,0.00013921874051447958,0.0,0.0,0.0010460213525220752,2.8973259592689855e-16,0.2403846153846154,0.46153846153846156,0.8269230769230769
